mds1,mds2,country,party_id,party,vote,seat,epvote,family
-1.8447321509067973,2.7463563021237243,1,115,FN,1.5,0.69999999,1.519999980926514,1
-0.9871147649674273,-1.3686735452930403,1,109,CVP,14.1000003814697,14.7,13.48999977111816,4
-1.9320114979411431,-0.9360657897062357,1,107,PVV/VLD,14.3,15.3,13.60999965667725,3
-1.5994298002111393,-1.0051732746224182,1,106,PRL,7.7,9.0,6.690000057220459,3
-0.09585461041727476,-0.2617026473735409,1,110,VU,5.6,5.3000002,7.570000171661377,8
-1.115835465438679,-0.9189179456071788,1,111,FDF,2.4,3.0,3.339999914169312,8
0.5283740215086614,-1.8775563700693836,1,103,SP,9.6,9.3000002,8.84000015258789,5
-0.8734413136049118,-1.1721660370507379,1,113,MCC,,,,4
-0.09425006072530609,-0.1098028610682704,1,114,ID21,,,,8
-0.6733835521859499,-1.4937948313046823,1,108,PSC,5.9,6.6999998,4.949999809265137,4
0.7544615656310631,-1.9608111860498398,1,102,PS,10.2,12.7,9.590000152587892,5
1.3895225195003003,-1.3353639424244106,1,105,AGALEV,7.0,6.0,7.460000038146973,7
-2.056859512221322,2.32778455438664,1,112,VB,9.9,10.0,9.390000343322754,1
1.6785813190907757,-1.3655255285039367,1,104,ECOLO,7.3,7.3000002,8.4399995803833,7
3.3410680086622735,1.485174071905445,2,213,EL,2.70000004768372,2.8,,6
-2.0013943952870097,-0.9928110806486915,2,211,V,24.0,23.5,23.39999961853027,3
-0.6980675354949418,-1.246823827163263,2,204,CD,4.3,4.5,3.5,3
-1.5693664940933187,3.1627553802671766,2,212,FP,2.4,2.2,0.699999988079071,1
-0.3358991008661691,0.006570153970081522,2,210,KRF,2.4,2.2,2.0,10
2.2338508069678658,0.7680848488755079,2,206,SF,7.6,7.3000002,7.099999904632568,6
0.6918797967851504,-0.7324884197365458,2,201,SD,35.9,35.200001,16.5,5
-0.9350358393970116,2.9803826715386674,2,215,DF,7.4,7.3000002,5.800000190734863,1
-1.6415369664663426,-0.48966271348877544,2,203,KF,8.9,8.8999996,8.5,2
2.7058401990909537,1.629742592082112,2,216,JuniB,,,16.10000038146973,9
3.3820312462505835,1.5831169321459397,2,217,FolkB,,,7.300000190734863,9
-0.2614171006121331,-0.5513131831510748,2,202,RV,3.9,3.9000001,9.100000381469728,3
-1.2443214949407506,3.044697729401823,3,309,DVU,1.20000004768372,0.0,,1
-0.9714501143770147,-1.316011023767318,3,301,CDU,28.4,29.6,39.29999923706055,4
0.1609703936453361,-1.4160276480789191,3,302,SPD,40.9,44.5,30.70000076293945,5
2.7673821035031803,0.25149401191366483,3,306,PDS,5.1,5.4000001,5.800000190734863,6
-1.0822340773893233,2.8277555683606748,3,305,REP,1.79999995231628,0.0,1.700000047683716,1
0.73303625441331,-1.3226867257449515,3,304,Grunen,6.7,7.0,6.400000095367432,7
-1.2186625446290225,0.08195090591895716,3,308,CSU,6.7,7.0,9.399999618530272,4
-1.5489720969294225,-1.13557663367101,3,303,FDP,6.2,6.4000001,3.0,3
-0.7473695961511552,-1.711788106463199,4,401,PASOK,41.5,54.0,32.90999984741211,5
-1.6802560932790152,-0.42970317296762467,4,408,POLA,2.9,0.0,2.279999971389771,2
1.7174186501503057,0.7340028703235026,4,409,DIKKI,4.4,3.0,6.849999904632568,6
3.353133690293732,1.4487013116940732,4,404,KKE,5.6,3.7,8.670000076293945,6
0.6958705982426309,-1.261507032160999,4,403,SYN,5.1,3.3,5.159999847412109,6
-1.8101561102871273,-1.2140675714229192,4,402,ND,38.1,36.0,36.0,2
-1.4009667080271198,-0.8872124797431856,5,502,PP,38.8,44.599998,39.7400016784668,2
0.061319247609671355,-1.328144271214439,5,519,PSC,,,,5
0.2897654997420674,-0.33260425782567205,5,507,EA,0.5,0.30000001,1.450000047683716,8
-0.6646946614555523,-0.7325537599792709,5,517,CC,0.9,1.1,1.600000023841858,8
-0.1701106224819147,-1.7212704430488721,5,501,PSOE,37.6,40.299999,35.33000183105469,5
-1.098769381703627,-1.0345385328363557,5,505,CiU,4.6,4.5999999,4.429999828338623,8
2.5079921948360147,0.25359931862633595,5,508,EH,0.7,0.60000002,1.450000047683716,8
1.0604995874230114,-0.4811764273990233,5,511,ERC,0.7,0.30000001,,8
1.171818528463841,-0.4841117167295726,5,513,BNG,0.9,0.60000002,1.649999976158142,8
1.3143668601787677,-0.998837949208558,5,514,VERDE,0.25,0.0,,7
0.8666480994407302,-0.9598686100696807,5,518,IC,,,,8
-1.0503192486332154,-0.676019365619302,5,510,PAR,0.200000002980232,0.0,,8
-0.5876472300324153,-0.40618745449360044,5,506,PNV,1.3,1.4,1.450000047683716,8
1.846926412565472,-0.19726734074692812,5,504,IU,10.5,6.0,5.769999980926514,6
-0.8267610589783702,-0.707750999833333,5,512,UV,0.4,0.30000001,,8
-1.205363378283291,-0.856899669918265,6,613,UDF,14.7,18.9,9.300000190734863,3
-1.658825749744276,-0.3002399637250131,6,615,DL,,,,2
-0.8539596040057799,2.1482927564326104,6,619,CPNT,,,6.800000190734863,11
0.4429724802466092,-1.5912663861011187,6,602,PS,25.5,42.599998,22.0,5
2.641445002549094,0.5138978356962312,6,601,PCF,9.9,6.4000001,6.800000190734863,6
-0.2337011584669904,-1.0804007844690537,6,603,PRG,1.5,2.0999999,,6
-1.2379457303052872,3.254484521181166,6,610,FN,14.9,0.2,5.699999809265137,1
3.6723025736631856,0.7225953847791934,6,614,LO-LCR,,,5.179999828338623,6
0.6806209037397708,-0.9077306504124707,6,605,VERTS,3.6,1.4,9.699999809265137,7
