mds1,mds2,country,party_id,party,vote,seat,epvote,family
-4.477170197418062,4.34079337672789,1,112,VB,7.76,8.0,9.850000381469728,1
1.781512040047803,-2.293162688883715,1,103,SPA,9.24,8.6999998,8.210000038146973,5
-6.019652235857951,1.2890859896654048,1,117,LDD,2.31,0.69999999,4.510000228881836,9
6.308565445339675,-1.2611988648368602,1,119,PVDA,0.14,0.0,0.6100000143051147,6
-3.65990420182089,-2.1179397761412995,1,107,VLD,8.64,8.6999998,12.75,3
-1.5439379536189102,0.05681765550495897,1,109,CD&V,10.85,11.3,14.43000030517578,4
0.00170353185103395,-1.4589739529724501,1,108,CDH,5.52,6.0,4.989999771118164,4
3.412829573205412,-3.6804487294027264,1,105,Groen,4.38,3.3,4.900000095367432,7
2.5994364567877777,-2.946511003647421,1,102,PS,13.7,17.299999,10.88000011444092,5
-4.342327667106855,0.8838053300766261,1,110,NVA,17.4,18.0,6.130000114440918,8
4.064333288683504,-1.2743822017385968,1,118,Spirit,0.1,0.0,0.4000000059604645,3
3.4915455793611017,-3.905802567052004,1,104,ECOLO,4.8,5.3000002,8.550000190734863,7
-3.5927439927969997,-1.642493494519716,1,106,MR,9.28,12.0,9.739999771118164,3
-5.415193385055419,3.7536777287895036,1,115,FN,0.51,0.0,1.330000042915344,1
6.548534575147212,-1.579762173189037,2,213,EL,2.2,2.2,,6
4.150113546219089,1.7327991354418493,2,217,FolkB,,,7.199999809265137,9
-4.3782580655709,-3.167169976750932,2,218,LA,2.8,2.8,0.5899999737739563,3
3.567573486937985,-1.5292849242751325,2,206,SF,13.0,12.8,15.86999988555908,6
-1.313972194980206,4.896842605706498,2,215,DF,13.9,14.0,15.27999973297119,1
-0.7682529891541989,-4.1749662718219795,2,202,RV,5.1,5.0,4.269999980926514,3
-3.5073335272575363,0.49574635604119716,2,211,V,26.2,25.700001,20.23999977111816,3
-4.300765306183459,0.6091933738858368,2,203,KF,10.4,10.1,12.6899995803833,2
0.5395292455396864,-0.4023281706617612,2,201,SD,25.5,25.1,21.48999977111816,5
-2.00246207172598,0.8182462884356846,3,301,CDU,27.3,31.200001,30.70000076293945,4
2.021727327961452,-3.6615465994118366,3,304,Grunen,10.7,10.9,12.10000038146973,7
5.587971565754984,-0.019104999566685214,3,306,LINKE,11.9,12.2,7.599999904632568,6
1.11544053586707,-0.749944891467666,3,302,SPD,23.0,23.5,20.79999923706055,5
-3.8039998576732277,-2.490801967644562,3,303,FDP,14.6,15.0,11.0,3
-2.2902792162522077,2.416373973890948,3,308,CSU,6.5,7.1999998,7.199999809265137,4
-2.3071169661319413,5.365067678405495,4,410,LAOS,5.63,5.0,7.139999866485596,1
4.34874934538682,-4.505870922970277,4,411,OP,2.53,0.0,3.490000009536743,7
6.641220756367274,-2.6757466167247097,4,403,SYRIZA,4.6,4.3000002,4.699999809265137,6
3.933704039561281,3.4140785162834955,4,409,DIKKI,,,,6
-0.3021097135935518,-2.2356710411268117,4,401,PASOK,43.92,53.299999,36.63999938964844,5
-3.006239387179409,1.925045520655284,4,402,ND,33.48,30.299999,32.29000091552734,2
6.836421856730948,1.67610495190188,4,404,KKE,7.54,7.0,8.350000381469727,6
1.1278873876309716,-2.440050620906472,5,501,PSOE,43.7,48.299999,38.79999923706055,5
-4.645193556621422,1.813808968891322,5,502,PP,40.1,43.700001,42.09999847412109,2
3.1861633215065632,-2.270535090861962,5,511,ERC,1.2,0.89999998,,8
4.60759922722476,-2.9711395654259487,5,504,IU,3.8,0.60000002,3.700000047683716,6
0.1156067877569828,0.17530049928138275,5,523,UPyD,1.2,0.30000001,2.900000095367432,9
2.3917323816175067,-3.3795570348946136,5,522,EdP-V,,,2.5,8
-3.6358483750575488,-0.4793464248426068,5,505,CiU,3.1,3.0999999,,8
3.8156337407164265,-2.5974271106053837,5,513,BNG,0.8,0.60000002,,8
-1.7095994122854767,-0.47831899137155626,5,517,CC,0.6,0.60000002,,8
-1.993441535701302,-2.24464681137298,5,521,CpE,,,5.099999904632568,8
0.20015156294055908,-2.5010328300394833,5,507,EA,0.2,0.0,,8
3.3420420476855326,-2.6253131135854857,5,520,CHA,0.15,0.0,,8
-2.9566267780088453,-0.6333807403865639,5,506,PNV,1.2,1.7,,8
5.494617144804556,0.3230381052778946,6,601,PCF,4.3,3.0999999,3.880000114440918,6
2.4061039945581473,-2.1411606608579623,6,602,PS,26.1,35.5,16.47999954223633,5
2.031048453351596,-1.965671091052518,6,603,PRG,3.4,0.0,0.6800000071525574,6
3.5799609869231004,-3.654745067504375,6,605,VERTS,3.2,0.69999999,16.28000068664551,7
-1.0568123803044664,-1.0552325819573443,6,621,NC,1.6,3.8,,3
-2.8826622560492208,1.5191863764365556,6,609,UMP,40.3,54.099998,27.8799991607666,2
-1.97777024128643,6.3613104792831905,6,612,MPF,1.2,,4.800000190734863,1
-0.42222657201671904,-1.5710088098611605,6,613,MODEM,7.6,0.69999999,8.460000038146973,3
-2.3728943334713164,6.769859780470627,6,610,FN,4.7,0.0,6.340000152587891,1
-3.1711232061435695,0.885116596481417,7,702,FG,27.32,30.700001,29.10000038146973,4
-2.974718589383165,0.9959157436534646,7,701,FF,41.56,47.0,24.10000038146973,2
4.204999712748579,1.4937501278423206,7,707,SF,6.94,2.4000001,11.19999980926514,8
1.3410922481249374,-0.32248303905320413,7,703,LAB,10.13,12.0,13.89999961853027,5
5.299876505020323,0.31156742332031345,7,708,SP,0.64,0.0,2.700000047683716,6
3.370995650538568,-1.1321695524432458,7,705,GP,4.69,3.5999999,1.899999976158142,7
3.833342039361409,-4.285148937707928,8,808,VERDI,0.78,0.0,,7
0.9167931100011311,-3.618164944749434,8,839,PSI,1.1,0.0,,5
-1.5933947498715528,1.2814253892315826,8,814,UDC,5.8,5.6999998,6.5,4
4.0840439763990215,-3.6462613061462945,8,842,SD,0.78,0.0,,6
4.981335558640157,-2.868796392834972,8,838,SL,,,3.1,5
5.308461029990674,-2.5371437015969693,8,836,PdCI,0.78,0.0,,6
1.2903787795552761,-2.27388295189359,8,837,PD,34.0,34.400002,26.10000038146973,5
6.243589135074955,-2.2475644978271654,8,803,RC,0.78,0.0,3.400000095367432,6
-4.9805981179911045,2.0468348640570118,8,815,PDL,38.2,43.799999,35.29999923706055,2
-0.3078176702420439,2.59801689928857,8,840,MpA,1.1,1.3,,8
-4.108057683148589,-0.7754574699619234,8,827,SVP,0.4,0.30000001,,8
-4.34062119162409,4.900537414447243,8,811,LN,8.3,9.5,10.19999980926514,8
-2.0360988721245845,1.8385340981606935,8,805,AN,,,,1
0.3769500154035188,-2.0843672980493864,8,828,IdV,4.5,4.5999999,8.0,3
-0.19689779873591576,1.8931527607536254,10,1016,CU,3.2,3.3,3.410000085830688,10
-2.672410666295142,1.8741326852961688,10,1001,CDA,13.6,14.0,20.04999923706055,4
2.777247297669423,-0.488595461455279,10,1018,PvdD,1.3,1.3,3.460000038146973,7
-5.518454272914409,0.814437609247099,10,1003,VVD,20.5,20.700001,11.39000034332275,3
0.8645127114665861,-0.9953677504950597,10,1002,PvdA,19.6,20.0,11.60000038146973,5
-0.927532706808827,-3.9492702399688517,10,1004,D66,7.0,6.6999998,11.31999969482422,3
4.383216490201518,1.6925177712303374,10,1014,SP,9.8,10.0,7.099999904632568,6
2.3279527824869843,-3.615290058201152,10,1005,GL,6.7,6.6999998,8.869999885559082,7
-1.1306164135337151,6.013734300061596,10,1017,PVV,15.5,16.0,16.96999931335449,1
-2.738746126408989,4.568981901148596,10,1006,SGP,1.7,1.3,3.410000085830688,10
-3.2228876917173257,6.259551078810894,11,1108,UKIP,3.1,0.0,16.5,1
2.2315107062892907,-0.981909526236068,11,1105,SNP,1.7,0.89999998,2.099999904632568,8
0.8119768470600726,-1.2344077576318184,11,1102,LAB,29.0,39.700001,15.69999980926514,5
-3.214983722085031,2.6575608061600517,11,1101,CONS,36.1,47.200001,27.70000076293945,2
-0.2871998851757175,-2.95451104653561,11,1104,LibDem,23.0,8.8000002,13.69999980926514,3
2.6634953760569804,-0.6339382412064548,11,1106,PLAID,0.6,0.5,0.800000011920929,8
0.020593629347665093,7.5459932722934004,11,1109,BNP,1.9,0.0,6.199999809265137,1
4.277246789951421,-2.5702793440570075,11,1107,GREEN,1.0,0.2,8.100000381469727,7
0.9136522578227163,-3.090302154824569,12,1205,PS,36.56,42.200001,26.53000068664551,5
-2.729837460602906,-0.2640421721355515,12,1206,PSD,29.11,35.200001,31.70999908447266,3
6.0683647533234275,-3.528257787705696,12,1208,BE,9.81,7.0,10.72000026702881,6
-4.302861219973238,3.3333363453439797,12,1202,CDS-PP,10.43,9.1000004,8.359999656677246,2
6.280907239561263,-0.28077576720148595,12,1201,CDU,7.86,6.5,10.64000034332275,6
