country,year,party_id,party,vote,epvote,family,eu_position,eu_foreign,lrgen,lrecon,eu_intmark,spendvtax,deregulation,redistribution,civlib_laworder,sociallifestyle,religious_principles,immigrate_policy,multiculturalism,regions,ethnic_minorities,environment,nationalism
1,1999,115,FN,1.5,1.52,1,1.904761791229248,1.6666666666666667,9.88888931274414,8.75,,,,,,,,,,,,,
1,1999,109,CVP,14.1,13.49,4,9.814814726511637,9.259258906046549,5.777777671813965,5.75,,,,,,,,,,,,,
1,1999,107,PVV/VLD,14.3,13.61,3,9.444444179534912,9.259258906046549,7.111111164093018,7.625,,,,,,,,,,,,,
1,1999,106,PRL,7.7,6.69,3,9.259258906046549,9.259258906046549,6.666666507720947,7.0,,,,,,,,,,,,,
1,1999,110,VU,5.6,7.57,8,6.666666666666667,6.458333333333333,5.125,5.0,,,,,,,,,,,,,
1,1999,111,FDF,2.4,3.34,8,8.571428457895914,8.809523582458496,6.111111164093018,6.25,,,,,,,,,,,,,
1,1999,103,SP,9.6,8.84,5,9.444444179534912,9.259258906046549,3.333333253860474,3.125,,,,,,,,,,,,,
1,1999,113,MCC,0.0,0.0,4,9.047618707021076,9.000000158945719,5.571428775787354,5.800000190734863,,,,,,,,,,,,,
1,1999,114,ID21,0.0,0.0,8,6.041666666666667,6.458333333333333,5.142857074737549,5.142857074737549,,,,,,,,,,,,,
1,1999,108,PSC,5.9,4.95,4,9.814814726511637,9.259258906046549,5.222222328186035,5.25,,,,,,,,,,,,,
1,1999,102,PS,10.2,9.59,5,9.444444179534912,9.259258906046549,3.111111164093018,2.625,,,,,,,,,,,,,
1,1999,105,AGALEV,7.0,7.46,7,8.333333333333334,6.851851940155029,2.444444417953491,2.125,,,,,,,,,,,,,
1,1999,112,VB,9.9,9.39,1,2.037037213643392,3.5416666666666665,9.88888931274414,8.75,,,,,,,,,,,,,
1,1999,104,ECOLO,7.3,8.44,7,7.962962786356608,6.851851940155029,1.888888835906982,1.75,,,,,,,,,,,,,
1,2002,102,PS,10.2,9.59,5,8.483333333333333,8.883333333333333,3.35,2.5,5.166666666666666,,,,,,,,,,,,
1,2002,108,CDH,5.9,4.95,4,8.833333333333334,9.066666666666668,5.65,6.0,7.966666666666668,,,,,,,,,,,,
1,2002,109,CD&V,14.1,13.49,4,9.4,9.383333333333333,5.95,5.82,8.0,,,,,,,,,,,,
1,2002,107,VLD,14.3,13.61,3,9.233333333333333,9.700000000000001,6.23,7.45,9.5,,,,,,,,,,,,
1,2002,105,AGALEV,7.0,7.46,7,8.25,6.833333333333333,2.64,2.45,4.633333333333333,,,,,,,,,,,,
1,2002,112,VB,9.9,9.39,1,2.8833333333333333,2.9166666666666665,9.55,7.9,3.133333333333333,,,,,,,,,,,,
1,2002,103,SP,9.6,8.84,5,7.416666666666667,9.25,3.5,3.0,5.0,,,,,,,,,,,,
1,2002,110,NVA,5.6,7.57,8,6.666666666666667,6.666666666666667,6.22,5.67,6.666666666666667,,,,,,,,,,,,
