country,year,party_id,party,vote,epvote,family,eu_position,eu_intmark,eu_foreign,lrgen,lrecon,spendvtax,deregulation,redistribution,civlib_laworder,sociallifestyle,religious_principles,immigrate_policy,multiculturalism,environment,regions,ethnic_minorities,nationalism
1,1999,115,FN,1.5,1.519999980926514,1,2.142857074737549,,2.0,9.88888931274414,8.75,,,,,,,,,,,,
1,1999,109,CVP,14.1000003814697,13.48999977111816,4,6.888888835906982,,6.55555534362793,5.777777671813965,5.75,,,,,,,,,,,,
1,1999,107,PVV/VLD,14.3,13.60999965667725,3,6.666666507720947,,6.55555534362793,7.111111164093018,7.625,,,,,,,,,,,,
1,1999,106,PRL,7.7,6.690000057220459,3,6.55555534362793,,6.55555534362793,6.666666507720947,7.0,,,,,,,,,,,,
1,1999,110,VU,5.6,7.570000171661377,8,5.0,,4.875,5.125,5.0,,,,,,,,,,,,
1,1999,111,FDF,2.4,3.339999914169312,8,6.142857074737549,,6.285714149475098,6.111111164093018,6.25,,,,,,,,,,,,
1,1999,103,SP,9.6,8.84000015258789,5,6.666666507720947,,6.55555534362793,3.333333253860474,3.125,,,,,,,,,,,,
1,1999,113,MCC,,,4,6.428571224212646,,6.400000095367432,5.571428775787354,5.800000190734863,,,,,,,,,,,,
1,1999,114,ID21,,,8,4.625,,4.875,5.142857074737549,5.142857074737549,,,,,,,,,,,,
1,1999,108,PSC,5.9,4.949999809265137,4,6.888888835906982,,6.55555534362793,5.222222328186035,5.25,,,,,,,,,,,,
1,1999,102,PS,10.2,9.590000152587892,5,6.666666507720947,,6.55555534362793,3.111111164093018,2.625,,,,,,,,,,,,
1,1999,105,AGALEV,7.0,7.460000038146973,7,6.0,,5.111111164093018,2.444444417953491,2.125,,,,,,,,,,,,
1,1999,112,VB,9.9,9.390000343322754,1,2.222222328186035,,3.125,9.88888931274414,8.75,,,,,,,,,,,,
1,1999,104,ECOLO,7.3,8.4399995803833,7,5.777777671813965,,5.111111164093018,1.888888835906982,1.75,,,,,,,,,,,,
1,2002,102,PS,10.2,9.590000152587892,5,6.09,4.1,6.33,3.35,2.5,,,,,,,,,,,,
1,2002,108,CDH,5.9,4.949999809265137,4,6.3,5.78,6.44,5.65,6.0,,,,,,,,,,,,
1,2002,109,CD&V,14.1,13.48999977111816,4,6.64,5.8,6.63,5.95,5.82,,,,,,,,,,,,
1,2002,107,VLD,14.3,13.60999965667725,3,6.54,6.7,6.82,6.23,7.45,,,,,,,,,,,,
1,2002,105,AGALEV,7.0,7.460000038146973,7,5.95,3.78,5.1,2.64,2.45,,,,,,,,,,,,
1,2002,112,VB,9.9,9.390000343322754,1,2.73,2.88,2.75,9.55,7.9,,,,,,,,,,,,
1,2002,103,SP,9.6,8.84000015258789,5,5.45,4.0,6.55,3.5,3.0,,,,,,,,,,,,
1,2002,110,NVA,5.6,7.570000171661377,8,5.0,5.0,5.0,6.22,5.67,,,,,,,,,,,,
1,2002,106,MR,10.1,6.690000057220459,3,6.22,6.33,6.89,6.35,7.3,,,,,,,,,,,,
1,2002,104,ECOLO,7.3,8.4399995803833,7,5.9,3.88,5.0,2.56,2.4,,,,,,,,,,,,
1,2006,109,CD&V,13.3,13.05000019073486,4,6.3,5.67,6.13,5.56,5.563,5.5,5.329999923706055,3.630000114440918,6.380000114440918,6.440000057220459,6.5,5.880000114440918,7.1300001,,3.6300001,5.329999923706055,
1,2006,106,MR,11.4,10.30000019073486,3,6.43,6.5,6.33,6.67,7.5,8.5,7.5,6.670000076293945,7.0,4.829999923706055,3.829999923706055,5.329999923706055,6.5999999,,7.1700001,5.670000076293945,
1,2006,105,Groen,2.5,4.900000095367432,7,5.1,4.0,4.88,1.89,1.63,1.129999995231628,1.440000057220459,1.0,3.630000114440918,0.6299999952316284,1.879999995231628,1.129999995231628,0.75,,5.25,1.0,
1,2006,110,NVA,3.1,4.349999904632568,8,4.9,4.88,5.0,7.89,7.13,6.75,6.110000133514404,5.380000114440918,6.630000114440918,7.0,5.25,7.380000114440918,8.5,,3.25,7.710000038146973,
1,2006,102,PS,13.0,13.5,5,5.71,4.0,5.83,3.5,3.17,2.670000076293945,2.329999923706055,2.0,3.670000076293945,2.329999923706055,1.330000042915344,2.5,4.1999998,,6.1700001,3.170000076293945,
1,2006,108,CDH,5.5,5.699999809265137,4,6.57,5.83,6.33,5.5,5.83,4.670000076293945,4.670000076293945,4.0,6.0,6.5,5.829999923706055,4.829999923706055,5.0,,7.0,3.670000076293945,
1,2006,112,VB,11.6,14.30000019073486,1,2.5,4.33,3.88,9.67,7.13,6.75,5.670000076293945,6.139999866485596,9.880000114440918,9.670000076293944,6.880000114440918,9.880000114440918,10.0,,3.25,10.0,
1,2006,104,ECOLO,3.1,3.700000047683716,7,5.57,3.67,5.67,2.83,3.5,2.829999923706055,2.0,2.0,2.329999923706055,1.5,1.330000042915344,2.0,2.0,,6.3299999,2.329999923706055,
1,2006,103,SPA,14.9,11.0,5,5.6,3.89,5.5,3.22,2.63,1.879999995231628,2.220000028610229,1.879999995231628,4.0,1.330000042915344,1.629999995231628,3.75,3.3800001,,4.8800001,3.289999961853027,
1,2006,107,VLD,15.4,13.60000038146973,3,6.8,6.56,6.75,6.78,7.88,8.130000114440918,8.220000267028809,5.75,5.130000114440918,1.0,1.139999985694885,6.130000114440918,5.5,,4.75,5.0,
1,2010,112,VB,7.76,9.850000381469728,1,2.599999904632568,4.166666507720947,4.07692289352417,9.857142448425291,7.933333396911621,8.0,7.428571224212646,6.111111164093018,9.181818008422852,9.0,4.599999904632568,10.0,9.909091,7.6666665,1.6666666,9.100000381469728,
1,2010,103,SPA,9.24,8.210000038146973,5,6.066666603088379,5.214285850524902,6.428571224212646,3.428571224212646,3.199999809265137,2.615384578704834,2.888888835906982,2.454545497894287,3.599999904632568,1.818181872367859,1.636363625526428,4.0,4.5,3.9166667,3.75,3.799999952316284,
1,2010,117,LDD,2.31,4.510000228881836,9,3.5,5.0,5.833333492279053,8.428571701049805,8.866666793823242,9.384614944458008,8.333333015441895,8.399999618530273,8.666666984558105,4.181818008422852,1.0,8.666666984558105,9.0,7.75,2.2727273,8.44444465637207,
1,2010,119,PVDA,0.14,0.6100000143051147,6,2.384615421295166,3.833333253860474,3.857142925262451,0.2857142686843872,0.2000000476837158,0.1818181872367859,0.1666666716337204,0.1111111119389534,1.714285731315613,1.571428537368774,1.25,0.300000011920929,1.875,4.625,6.1428571,1.857142806053162,
1,2010,107,VLD,8.64,12.75,3,6.666666507720947,6.857142925262451,6.785714149475098,6.928571224212646,7.600000381469727,8.384614944458008,7.0,6.199999809265137,5.090909004211426,1.909090876579285,1.545454502105713,6.583333492279053,6.0833335,6.6666665,3.75,5.5,
1,2010,109,CD&V,10.85,14.43000030517578,4,6.733333110809326,6.142857074737549,6.785714149475098,5.785714149475098,5.400000095367432,4.92307710647583,5.333333492279053,4.181818008422852,5.181818008422852,5.818181991577148,7.090909004211426,5.583333492279053,6.1666665,5.5,2.8333333,5.099999904632568,
1,2010,108,CDH,5.52,4.989999771118164,4,6.571428775787354,6.083333492279053,6.666666507720947,4.5,4.0,4.615384578704834,4.25,3.363636255264282,4.454545497894287,4.181818008422852,5.454545497894287,3.0,3.9166667,5.5454545,6.1666665,3.200000047683716,
1,2010,105,Groen,4.38,4.900000095367432,7,6.199999809265137,4.285714149475098,5.928571224212646,2.285714387893677,2.333333253860474,1.923076868057251,2.0,1.818181872367859,2.181818246841431,0.9090909361839294,2.545454502105713,1.416666626930237,2.25,1.0833334,4.5,1.600000023841858,
1,2010,102,PS,13.7,10.88000011444092,5,6.199999809265137,5.083333492279053,6.333333492279053,2.5,2.571428537368774,1.692307710647583,2.375,1.818181872367859,2.636363744735718,1.818181872367859,1.454545497894287,2.0,3.25,4.9166665,5.5833335,2.444444417953491,
1,2010,110,NVA,17.4,6.130000114440918,8,5.333333492279053,6.083333492279053,6.230769157409668,7.571428298950195,7.800000190734863,8.076923370361328,7.0,6.300000190734863,7.181818008422852,6.272727489471436,4.699999809265137,7.916666507720947,8.583333,7.090909,1.6666666,7.0,
1,2010,118,Spirit,0.1,0.4000000059604645,3,5.25,2.111111164093018,3.111111164093018,2.769230842590332,2.384615421295166,2.444444417953491,3.333333253860474,2.428571462631226,2.714285612106323,1.555555582046509,1.285714268684387,2.666666746139526,3.3333333,3.375,3.2222223,2.571428537368774,
1,2010,104,ECOLO,4.8,8.550000190734863,7,6.0,4.583333492279053,6.083333492279053,2.285714387893677,2.142857074737549,1.538461565971375,2.222222328186035,1.600000023841858,2.272727251052856,1.181818127632141,2.272727251052856,1.0,2.0,1.0833334,5.75,1.399999976158142,
1,2010,106,MR,9.28,9.739999771118164,3,6.666666507720947,6.833333492279053,6.666666507720947,7.0,7.615385055541992,7.416666507720947,7.125,6.636363506317139,5.454545497894287,3.363636255264282,2.272727251052856,5.666666507720947,5.8333335,6.9166665,6.0833335,4.699999809265137,
1,2010,115,FN,0.51,1.330000042915344,1,2.615384578704834,6.454545497894287,4.5,9.214285850524902,8.454545021057129,8.666666984558105,7.25,6.599999904632568,9.777777671813965,8.88888931274414,4.285714149475098,10.0,9.8000002,7.1666665,7.4000001,10.0,
1,2014,112,VB,3.7,4.3,1,2.599999904632568,3.0,4.199999809265137,9.199999809265137,5.5,5.199999809265137,5.400000095367432,5.0,8.600000381469727,7.199999809265137,5.599999904632568,9.600000381469728,9.6000004,7.1999998,1.4,9.600000381469728,10.0
1,2014,110,NVA,20.3,16.8,8,5.0,6.400000095367432,6.0,7.800000190734863,8.199999809265137,9.0,8.600000381469727,7.400000095367432,8.199999809265137,3.599999904632568,3.599999904632568,7.599999904632568,8.1999998,7.5999999,2.0,7.0,9.0
1,2014,102,PS,11.7,10.7,5,6.0,5.0,6.0,2.599999904632568,2.400000095367432,2.400000095367432,2.0,1.799999952316284,2.200000047683716,1.600000023841858,1.0,2.799999952316284,2.0,3.8,6.5999999,2.0,2.25
1,2014,106,MR,9.6,9.9,3,6.400000095367432,6.599999904632568,6.599999904632568,7.0,7.599999904632568,8.0,7.599999904632568,6.599999904632568,5.599999904632568,1.600000023841858,1.0,6.199999809265137,6.1999998,6.8000002,7.1999998,5.0,3.0
1,2014,111,FDF,1.8,1.2,8,6.400000095367432,6.0,6.400000095367432,5.599999904632568,5.599999904632568,5.599999904632568,6.199999809265137,5.0,4.400000095367432,2.799999952316284,2.25,4.400000095367432,4.25,5.0,4.1999998,4.0,4.5
1,2014,103,SPA,8.8,8.3,5,6.0,5.0,6.199999809265137,3.0,2.799999952316284,2.799999952316284,2.599999904632568,2.0,2.400000095367432,1.399999976158142,1.0,3.400000095367432,2.4000001,3.4000001,6.0,2.599999904632568,2.25
1,2014,104,ECOLO,3.3,4.3,7,6.25,5.0,5.400000095367432,2.200000047683716,2.200000047683716,2.599999904632568,1.799999952316284,1.600000023841858,1.399999976158142,0.800000011920929,1.399999976158142,1.799999952316284,1.2,1.0,6.8000002,1.399999976158142,1.0
1,2014,119,PVDA,3.7,3.5,6,3.400000095367432,2.0,2.5,0.4000000059604645,0.2000000029802322,0.2000000029802322,0.4000000059604645,0.2000000029802322,2.0,2.25,0.800000011920929,1.799999952316284,1.6,4.5999999,9.25,1.600000023841858,1.0
1,2014,109,CD&V,11.6,12.6,4,6.599999904632568,6.199999809265137,6.400000095367432,5.400000095367432,5.599999904632568,6.199999809265137,5.199999809265137,4.800000190734863,5.0,3.799999952316284,5.599999904632568,5.400000095367432,4.8000002,5.5999999,3.2,5.199999809265137,5.25
1,2014,105,Groen,5.3,6.7,7,6.199999809265137,5.0,5.400000095367432,2.200000047683716,2.0,2.599999904632568,2.0,1.799999952316284,1.399999976158142,0.800000011920929,1.399999976158142,2.200000047683716,1.4,1.0,6.8000002,1.399999976158142,1.0
1,2014,108,CDH,5.0,4.1,4,6.400000095367432,6.199999809265137,6.400000095367432,4.400000095367432,4.199999809265137,5.199999809265137,4.400000095367432,4.199999809265137,4.400000095367432,3.200000047683716,4.800000190734863,4.199999809265137,4.0,5.0,6.8000002,4.599999904632568,4.25
1,2014,107,VLD,9.8,12.8,3,6.599999904632568,6.599999904632568,6.599999904632568,7.0,7.800000190734863,8.399999618530273,8.0,6.599999904632568,6.199999809265137,1.399999976158142,1.0,6.599999904632568,6.4000001,7.0,5.8000002,5.599999904632568,3.0
1,2014,120,PP,1.5,2.2,2,2.5,2.0,4.0,7.75,8.5,7.0,7.0,6.5,8.5,7.0,2.0,8.5,9.0,7.5,8.5,9.0,10.0
1,2019,119,PVDA-PTB,8.62,8.42,6,2.727272748947144,1.666666626930237,2.25,0.3333333432674408,0.3333333432674408,0.75,0.5,0.3333333432674408,3.125,2.444444417953491,1.375,2.545454502105713,2.7,4.3333335,8.090909,2.333333253860474,2.1111112
1,2019,110,VU/NVA,16.03,14.17,8,4.25,5.666666507720947,4.111111164093018,7.916666507720947,7.916666507720947,7.666666507720947,7.5,7.0,7.916666507720947,5.636363506317139,4.900000095367432,8.416666984558105,7.9166665,7.8333335,2.25,6.545454502105713,8.0
1,2019,105,AGALEV,6.1,7.81,7,6.583333492279053,4.777777671813965,5.666666507720947,2.416666746139526,2.666666746139526,2.333333253860474,2.200000047683716,2.25,2.083333253860474,0.9090909361839294,1.799999952316284,2.25,1.9166666,0.83333331,6.0833335,2.0,1.9166666
1,2019,112,VB,11.95,12.05,1,2.25,2.5,2.111111164093018,9.583333015441896,5.0,5.636363506317139,5.0,4.416666507720947,9.416666984558104,8.363636016845703,6.166666507720947,9.833333015441896,9.583333,8.333333,2.090909,8.545454978942871,9.0
1,2019,107,VLD/PVV,8.54,10.07,3,6.833333492279053,6.111111164093018,5.777777671813965,6.583333492279053,7.166666507720947,7.083333492279053,7.400000095367432,6.0,4.833333492279053,2.0,1.600000023841858,5.916666507720947,4.8333335,6.25,5.6666665,4.363636493682861,3.0
1,2019,103,SP/SPA,6.71,6.45,5,6.0,4.777777671813965,5.44444465637207,3.083333253860474,3.083333253860474,2.666666746139526,2.200000047683716,2.0,3.666666746139526,1.909090876579285,1.600000023841858,4.083333492279053,3.3333333,4.2727275,5.3333335,2.454545497894287,3.0833333
1,2019,104,ECOLO,6.14,7.31,7,6.583333492279053,4.777777671813965,5.666666507720947,2.083333253860474,2.5,2.166666746139526,2.0,1.916666626930237,2.0,1.0,1.899999976158142,2.0,1.75,0.91666669,6.1666665,2.0,1.75
1,2019,102,PS,9.46,9.74,5,6.083333492279053,4.777777671813965,5.44444465637207,2.083333253860474,2.25,2.0,2.0,1.583333373069763,3.090909004211426,2.0,1.5,3.416666746139526,3.0833333,4.5,6.0,2.636363744735718,3.4545455
1,2019,106,PRL/MR,7.56,7.06,3,6.5,6.0,5.777777671813965,6.5,6.916666507720947,6.583333492279053,6.900000095367432,5.833333492279053,4.727272510528564,2.727272748947144,1.799999952316284,5.583333492279053,4.9166665,6.2727275,6.4166665,4.454545497894287,3.3333333
1,2019,109,CDV,8.89,9.17,4,6.583333492279053,5.666666507720947,5.777777671813965,5.583333492279053,5.583333492279053,5.25,5.5,5.0,5.083333492279053,5.363636493682861,6.800000190734863,5.666666507720947,5.25,5.4545455,3.8333333,4.545454502105713,5.75
1,2019,108,PSC/CDH,3.7,3.45,4,6.416666507720947,5.55555534362793,6.0,4.583333492279053,4.666666507720947,5.083333492279053,4.777777671813965,3.916666746139526,4.363636493682861,4.454545497894287,5.900000095367432,4.5,4.181818,4.7777777,5.818182,4.090909004211426,4.090909
2,1999,213,EL,2.70000004768372,,6,1.142857193946838,,1.142857193946838,1.0,1.0,,,,,,,,,,,,
2,1999,211,V,24.0,23.39999961853027,3,7.0,,6.428571224212646,7.142857074737549,7.714285850524902,,,,,,,,,,,,
2,1999,204,CD,4.3,3.5,3,7.0,,5.857142925262451,5.571428775787354,5.285714149475098,,,,,,,,,,,,
2,1999,212,FP,2.4,0.699999988079071,1,1.428571462631226,,1.285714268684387,9.285714149475098,8.857142448425293,,,,,,,,,,,,
2,1999,210,KRF,2.4,2.0,10,4.714285850524902,,4.714285850524902,5.428571224212646,5.714285850524902,,,,,,,,,,,,
2,1999,206,SF,7.6,7.099999904632568,6,2.571428537368774,,2.571428537368774,2.285714387893677,2.142857074737549,,,,,,,,,,,,
2,1999,201,SD,35.9,16.5,5,5.142857074737549,,5.142857074737549,3.857142925262451,3.428571462631226,,,,,,,,,,,,
2,1999,215,DF,7.4,5.800000190734863,1,1.428571462631226,,1.285714268684387,8.857142448425293,7.285714149475098,,,,,,,,,,,,
2,1999,203,KF,8.9,8.5,2,6.0,,5.857142925262451,7.142857074737549,7.285714149475098,,,,,,,,,,,,
2,1999,216,JuniB,,16.10000038146973,9,1.428571462631226,,1.142857193946838,2.0,2.0,,,,,,,,,,,,
2,1999,217,FolkB,,7.300000190734863,9,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
2,1999,202,RV,3.9,9.100000381469728,3,5.571428775787354,,5.142857074737549,5.0,5.285714149475098,,,,,,,,,,,,
2,2002,215,DF,12.4,5.800000190734863,1,1.62,2.69,2.08,8.85,6.08,,,,,,,,,,,,
2,2002,202,RV,5.2,9.100000381469728,3,5.77,5.08,5.0,5.08,5.31,,,,,,,,,,,,
2,2002,211,V,31.3,23.39999961853027,3,6.62,6.0,6.25,7.38,7.85,,,,,,,,,,,,
2,2002,206,SF,6.4,7.099999904632568,6,2.92,2.54,2.67,2.31,2.0,,,,,,,,,,,,
2,2002,203,KF,9.1,8.5,2,5.54,5.33,5.5,7.0,6.85,,,,,,,,,,,,
2,2002,201,SD,29.1,16.5,5,5.77,5.0,5.5,4.0,3.69,,,,,,,,,,,,
2,2006,217,FolkB,,5.199999809265137,9,1.11,2.0,1.57,2.67,2.67,3.5,3.75,3.5,3.25,4.0,3.0,4.0,3.75,,4.25,4.75,
2,2006,206,SF,6.0,7.900000095367432,6,3.78,3.38,3.71,2.33,2.25,1.799999952316284,3.400000095367432,2.400000095367432,2.200000047683716,1.399999976158142,1.399999976158142,2.0,2.8,,4.5,2.75,
2,2006,216,JuniB,,9.100000381469728,9,1.22,2.14,1.57,3.17,2.83,3.5,3.75,3.5,3.25,4.0,3.0,4.0,3.75,,4.25,4.75,
2,2006,202,RV,9.2,6.400000095367432,3,6.67,6.25,5.86,4.78,5.75,6.0,7.400000095367432,5.800000190734863,2.200000047683716,1.200000047683716,1.600000023841858,2.400000095367432,2.8,,4.5,2.75,
2,2006,213,EL,3.4,,6,2.11,2.13,2.29,1.0,1.13,1.0,1.799999952316284,0.6000000238418579,1.600000023841858,1.0,2.0,1.0,1.4,,4.5,2.25,
2,2006,215,DF,13.2,6.800000190734863,1,2.33,3.0,2.29,7.67,4.75,3.400000095367432,5.800000190734863,3.799999952316284,8.800000190734863,6.400000095367432,4.800000190734863,9.199999809265137,9.6000004,,6.5,8.0,
2,2006,203,KF,10.3,11.30000019073486,2,6.22,6.63,5.86,7.11,7.5,6.800000190734863,7.599999904632568,7.0,8.0,5.199999809265137,3.200000047683716,7.599999904632568,8.0,,6.25,6.0,
2,2006,211,V,29.0,19.39999961853027,3,6.11,6.5,5.43,7.22,6.63,4.800000190734863,7.599999904632568,5.800000190734863,6.0,2.799999952316284,2.0,7.599999904632568,6.8000002,,4.5,5.5,
2,2006,201,SD,25.8,32.59999847412109,5,5.78,5.0,5.83,4.11,3.63,3.0,5.0,3.200000047683716,6.0,3.599999904632568,2.0,6.599999904632568,6.5999999,,5.5,5.75,
2,2010,213,EL,2.2,,6,1.727272748947144,2.454545497894287,2.0,1.0,0.8181818723678589,0.7272727489471436,1.363636374473572,1.909090876579285,1.600000023841858,1.799999952316284,1.444444417953491,1.272727251052856,1.4545455,0.90909094,3.5714285,1.272727251052856,
2,2010,217,FolkB,,7.199999809265137,9,1.333333373069763,2.25,1.375,2.666666746139526,3.25,4.0,2.666666746139526,2.5,4.0,2.0,3.0,4.0,5.0,4.0,5.0,5.0,
2,2010,218,LA,2.8,0.5899999737739563,3,6.125,6.875,4.833333492279053,8.199999809265137,9.181818008422852,9.363636016845703,9.090909004211426,7.636363506317139,3.714285612106323,2.125,2.333333253860474,4.0,3.5555556,7.0,5.1428571,3.875,
2,2010,206,SF,13.0,15.86999988555908,6,4.545454502105713,3.727272748947144,3.5,2.818181753158569,2.272727251052856,2.0,2.909090995788574,2.727272748947144,3.099999904632568,2.099999904632568,1.625,3.727272748947144,3.090909,2.1818182,4.5,2.545454502105713,
2,2010,215,DF,13.9,15.27999973297119,1,2.363636255264282,3.636363744735718,2.444444417953491,7.818181991577148,5.454545497894287,5.090909004211426,5.333333492279053,4.363636493682861,9.399999618530272,6.666666507720947,4.375,9.636363983154297,9.545455,7.3636365,5.625,9.0,
2,2010,202,RV,5.1,4.269999980926514,3,6.818181991577148,6.454545497894287,5.400000095367432,5.181818008422852,6.363636493682861,6.181818008422852,6.636363506317139,5.090909004211426,2.5,1.899999976158142,1.5,2.181818246841431,2.090909,3.0,4.625,2.181818246841431,
2,2010,211,V,26.2,20.23999977111816,3,6.090909004211426,6.818181991577148,5.599999904632568,7.0,7.090909004211426,6.363636493682861,6.900000095367432,5.909090995788574,7.400000095367432,3.900000095367432,2.875,7.727272510528564,7.0,6.6363635,5.25,6.545454502105713,
2,2010,203,KF,10.4,12.6899995803833,2,5.909090995788574,6.454545497894287,4.900000095367432,7.545454978942871,7.818181991577148,8.090909004211426,7.5,6.454545497894287,8.300000190734863,6.0,4.25,7.727272510528564,7.4545455,6.818182,5.625,6.900000095367432,
