country,year,party_id,party,vote,seat,epvote,family,lrgen,lrecon,eu_position,eu_foreign,eu_intmark,spendvtax,deregulation,redistribution,civlib_laworder,sociallifestyle,religious_principles,immigrate_policy,multiculturalism,ethnic_minorities,regions,environment,nationalism,region,leftgen,rightgen,leftecon,rightecon
20,2019,2017,Volya,4.26,5.0,3.6,1,0.5555553436279297,0.375,4.166666666666667,2.9487180709838867,5.833333333333333,4.642857074737549,5.066666603088379,4.823529243469238,7.5625,1.6875,6.111111164093018,8.05555534362793,2.0625,2.5,4.5555553,3.0,7.9411764,East,0.0,0.5555553436279297,0.0,0.375
20,2019,2018,DB,2.96,0.0,0.0,7,1.0500001907348633,1.7777776718139648,9.6875,8.055555820465088,9.444444179534912,4.849999904632568,5.849999904632568,4.449999809265137,2.368421077728271,7.736842155456543,1.875,4.25,6.5263157,7.421052694320679,8.2142857,6.7894738,2.1052632,East,0.0,1.0500001907348633,0.0,1.7777776718139648
20,2019,2019,Slavi Trifonov,0.0,0.0,0.0,9,0.6666665077209473,-0.6666665077209473,5.625,3.5714284578959146,6.388889153798421,4.125,5.333333492279053,6.5,6.375,4.375,4.333333492279053,7.142857074737549,3.5,5.625,4.5999999,5.0,5.875,East,0.0,0.6666665077209473,0.6666665077209473,0.0
20,2024,2002,SDS,0.0,0.0,0.0,1,2.0,2.307692527770996,9.197530746459961,8.125,9.666666984558105,4.538461685180664,6.818181991577148,3.9166665077209473,4.846153736114502,4.83333325,5.090909004211426,6.476190567016602,3.8095236000000003,6.363636255264282,3.8333335,5.0999999,4.5999999,East,0.0,2.0,0.0,2.307692527770996
20,2024,2003,BSP,7.32,20.0,7.01,5,-1.3199999332427979,-2.107142925262451,5.714285373687743,2.7777779102325435,5.99999984105428,5.933333396911621,2.909090995788574,6.923076868057251,6.785714149475098,3.25,5.25,7.958333492279053,2.6190476,4.727272510528564,4.2857141,3.818182,7.7272725,East,1.3199999332427979,0.0,2.107142925262451,0.0
20,2024,2004,APS,7.23,19.0,14.66,3,-0.16666650772094727,-0.23999977111816406,8.271605173746744,5.74074109395345,9.000000158945719,5.75,4.727272510528564,5.28000020980835,4.642857074737549,4.3499999,5.0,4.954545497894287,7.1818182,8.923076868057251,5.8571429,5.7272725,3.3,East,0.16666650772094727,0.0,0.23999977111816406,0.0
20,2024,2010,GERB,25.52,69.0,23.55,2,1.440000057220459,1.6428570747375488,9.047618707021076,7.407407760620117,9.666666984558105,4.533333301544189,6.181818008422852,4.038461685180664,5.785714149475098,5.17171715,5.25,6.333333492279053,3.9565215,6.333333253860474,2.7142859,4.9166665,5.090909,East,0.0,1.440000057220459,0.0,1.6428570747375488
20,2024,2018,DB,6.8,18.0,7.225,7,1.2800002098083496,1.7857141494750977,9.88095204035441,8.14814805984497,9.666666984558105,5.199999809265137,6.909090995788574,4.0,2.642857074737549,7.55050505,3.545454502105713,4.958333492279053,6.3333333,7.7272727489471436,6.1428571000000005,7.0833333,2.0,East,0.0,1.2800002098083496,0.0,1.7857141494750977
20,2024,2019,ITN,6.56,18.0,6.04,1,1.6399998664855957,0.11111116409301758,5.617283980051677,2.592592636744181,5.0,4.333333492279053,5.199999809265137,4.5,7.538461685180664,2.9791665,5.25,8.608695983886719,2.1500000999999997,2.3333334922790527,4.0,3.4444447,7.0999999,East,0.0,1.6399998664855957,0.0,0.11111116409301758
20,2024,2020,Vazrazhdane,12.92,35.0,13.98,1,3.1999998092651367,-1.160000085830688,0.7738095521926883,0.37037034829457677,0.8333333333333334,5.538461685180664,3.5,6.428571462631226,9.285714149475098,1.2999999500000001,6.75,9.5600004196167,0.3478259999999995,0.46153831481933594,3.6666665,2.4000000999999997,9.909091,East,0.0,3.1999998092651367,1.160000085830688,0.0
20,2024,2021,PP,6.9,19.0,7.225,7,0.11999988555908203,0.10714292526245117,9.821428457895914,7.962962786356608,9.666666984558105,5.533333301544189,5.454545497894287,5.384615421295166,2.571428537368774,7.4545455,3.799999952316284,4.625,6.2916667,7.333333253860474,6.0,7.0,2.2727273,East,0.0,0.11999988555908203,0.0,0.10714292526245117
20,2024,2022,DPS - Novo nachalo,11.17,30.0,0.0,3,0.25,0.45833349227905273,8.024691740671793,5.833333333333333,9.000000158945719,5.666666507720947,5.199999809265137,5.083333492279053,6.0,4.8125,4.777777671813965,5.611111164093018,6.7368422,9.25,6.0,5.125,3.5555556,East,0.0,0.25,0.0,0.45833349227905273
